NPR, RWF, 7.66044820573, 12/01/2017, Yes
NPR, SLL, 68.1663363302, 12/01/2017, Yes
NPR, SZL, 0.123902880629, 12/01/2017, Yes
NPR, TZS, 20.3903604582, 12/01/2017, Yes
NPR, UGX, 33.2488896225, 12/01/2017, Yes
NPR, XOF, 5.69043603485, 12/01/2017, Yes
NPR, ZAR, 0.123752317539, 12/01/2017, Yes
NPR, ZMW, 0.092076729488, 12/01/2017, Yes
NPR, KES, 0.955312700007, 12/01/2017, Yes
PKR, RWF, 7.95774013981, 12/01/2017, Yes
PKR, SLL, 70.8117823175, 12/01/2017, Yes
PKR, SZL, 0.1287113887, 12/01/2017, Yes
PKR, TZS, 21.1816835681, 12/01/2017, Yes
PKR, UGX, 34.5392353616, 12/01/2017, Yes
PKR, XOF, 5.91127438387, 12/01/2017, Yes
PKR, ZAR, 0.128554982453, 12/01/2017, Yes
PKR, ZMW, 0.0956501064312, 12/01/2017, Yes
PKR, KES, 0.992387131242, 12/01/2017, Yes
RWF, SLL, 8.89847884869, 12/01/2017, Yes
RWF, SZL, 0.0161743643847, 12/01/2017, Yes
RWF, TZS, 2.66177120589, 12/01/2017, Yes
RWF, UGX, 4.34033214892, 12/01/2017, Yes
RWF, XOF, 0.74283330192, 12/01/2017, Yes
RWF, ZAR, 0.0161547097787, 12/01/2017, Yes
RWF, ZMW, 0.0120197574626, 12/01/2017, Yes
RWF, KES, 0.124707154771, 12/01/2017, Yes
SLL, SZL, 0.00181765497898, 12/01/2017, Yes
SLL, TZS, 0.299126541868, 12/01/2017, Yes
SLL, UGX, 0.487761135664, 12/01/2017, Yes
SLL, XOF, 0.0834786837785, 12/01/2017, Yes
SLL, ZAR, 0.00181544621878, 12/01/2017, Yes
SLL, ZMW, 0.00135076541362, 12/01/2017, Yes
SLL, KES, 0.0140144351514, 12/01/2017, Yes
SZL, TZS, 164.5672833, 12/01/2017, Yes
SZL, UGX, 268.346381081, 12/01/2017, Yes
